9.999894563747564469e-01 5.762188957240465611e-11 5.779274497951635487e-11 1.154146345519210045e-10
9.999051102728210294e-01 4.406596050475950259e-09 4.678564655548093366e-09 9.085160706024043625e-09
9.997364335350982234e-01 3.025859710523319002e-08 3.594802619994799063e-08 6.620662330518118065e-08
9.994834570910474669e-01 9.719297841975767405e-08 1.362542891528429526e-07 2.334472675726006267e-07
9.991462273277688100e-01 2.076339339177817846e-07 3.614337101702706020e-07 5.690676440880523866e-07
9.987248060814970518e-01 3.364666505414323195e-07 7.646235444553583663e-07 1.101090194996790633e-06
9.982192706262628112e-01 4.390046995712867175e-07 1.371604177590352673e-06 1.810608877161639285e-06
9.976297136597236381e-01 4.742492853461536743e-07 2.156742836884760634e-06 2.630992122230914202e-06
9.969562432861659440e-01 4.286075073317482166e-07 3.034599559133903962e-06 3.463207066465652284e-06
9.961989829966828580e-01 3.234650277149524895e-07 3.878404584146348347e-06 4.201869611861300731e-06
9.953580716465301181e-01 2.012796804362715626e-07 4.561834376181233994e-06 4.763114056617505159e-06
9.944336634296646604e-01 1.008781220996655801e-07 5.004185454877503527e-06 5.105063576977169027e-06
9.934259278504711244e-01 3.972707270575517594e-08 5.194866651372508425e-06 5.234593724078263654e-06
9.923350496926801600e-01 1.318701252837048670e-08 5.185974352057986301e-06 5.199161364586357024e-06
9.911612289854859759e-01 6.298951883388782519e-09 5.061528179313068029e-06 5.067827131196456851e-06
9.899046809668679003e-01 6.074074034233054038e-09 4.903041776117886055e-06 4.909115850152119324e-06
9.885656360441227308e-01 6.363643329141419514e-09 4.767255793024548834e-06 4.773619436353690583e-06
9.871443397516164175e-01 6.070038760905833616e-09 4.680229476317922256e-06 4.686299515078827814e-06
9.856410527057618554e-01 5.707211399757299226e-09 4.643158072589214986e-06 4.648865283988971984e-06
9.840560505572298888e-01 5.582030614887599758e-09 4.643071369657602785e-06 4.648653400272490080e-06
9.823896239404060760e-01 5.630891794340630774e-09 4.663200217023602500e-06 4.668831108817943150e-06
9.806420784200965413e-01 5.727927040720031086e-09 4.690033917698290671e-06 4.695761844739010916e-06
9.788137344354999048e-01 5.821125570316097612e-09 4.716091806648292514e-06 4.721912932218608572e-06
9.769049272414482843e-01 5.907913789777943210e-09 4.739211461001429206e-06 4.745119374791207416e-06
9.749160068469342466e-01 5.995444254731281445e-09 4.760210803452002279e-06 4.766206247706733479e-06
9.728473379509308128e-01 6.088241682813967628e-09 4.780683623132342351e-06 4.786771864815156622e-06
9.706992998755185065e-01 6.188317295340810856e-09 4.801794629405710381e-06 4.807982946701051196e-06
9.684722864963304367e-01 6.296371466944321587e-09 4.824031568266684990e-06 4.830327939733629599e-06
9.661667061703301806e-01 6.412540106808972674e-09 4.847443558971203097e-06 4.853856099078012064e-06
9.637829816609316813e-01 6.536922664357714092e-09 4.871937051206977303e-06 4.878473973871334634e-06
9.613215500604809227e-01 6.669812029702556081e-09 4.897439223886234889e-06 4.904109035915937422e-06
9.587828627101071532e-01 6.811680479569268301e-09 4.923932555345409048e-06 4.930744235824978455e-06
9.561673851169627536e-01 6.963093420497992224e-09 4.951432636900874545e-06 4.958395730321372141e-06
9.534755968688658490e-01 7.124653227122587632e-09 4.979963483794690078e-06 4.987088137021812504e-06
9.507079915463599873e-01 7.296985748160340739e-09 5.009547135845712050e-06 5.016844121593871994e-06
9.478650766322089805e-01 7.480747078474867611e-09 5.040203182645752022e-06 5.047683929724227157e-06
9.449473734183424511e-01 7.676632391345558456e-09 5.071950823494645124e-06 5.079627455885990319e-06
9.419554169102675178e-01 7.885381088542443256e-09 5.104810094004829999e-06 5.112695475093372656e-06
9.388897557289697104e-01 8.107779548461219644e-09 5.138802098239740418e-06 5.146909877788201373e-06
9.357509520103127754e-01 8.344663518753456574e-09 5.173948908934197389e-06 5.182293572452951185e-06
9.325395813019637936e-01 8.596920969787499889e-09 5.210273500835327712e-06 5.218870421805115276e-06
9.292562324578567123e-01 8.865495386371773641e-09 5.247799758842549751e-06 5.256665254228921198e-06
9.259015075302180486e-01 9.151389350292849620e-09 5.286552512387226221e-06 5.295703901737518822e-06
9.224760216591708639e-01 9.455668351264426395e-09 5.326557569129829493e-06 5.336013237481094257e-06
9.189804029599388802e-01 9.779464888652963385e-09 5.367841745652543812e-06 5.377621210541196928e-06
9.154152924076729425e-01 1.012398280155670892e-08 5.410432898496620942e-06 5.420556881298177623e-06
9.117813437199180360e-01 1.049050199373088037e-08 5.454359957042104461e-06 5.464850459035835363e-06
9.080792232367436156e-01 1.088038341044994831e-08 5.499652958308872125e-06 5.510533341719322125e-06
9.043096097985608983e-01 1.129507445656751062e-08 5.546343083576780580e-06 5.557638158033348200e-06
