2.585626066836836046e+00 8.707296711723372731e-03 2.585528050229642716e+00 2.251352886223514926e-02
2.583390240921986436e+00 8.707296711723372731e-03 2.583292309071082204e+00 2.249406110859880278e-02
2.581169916048713375e+00 8.707296711723372731e-03 2.581072068366480732e+00 2.247472832542527638e-02
2.578965186540679078e+00 8.707296711723372731e-03 2.578867422435924706e+00 2.245553133400830792e-02
2.576776146059025940e+00 8.707296711723372731e-03 2.576678464937005586e+00 2.243647094987295462e-02
2.574602887598394396e+00 6.965837369378698532e-03 2.574540424264285754e+00 1.793411996903296335e-02
2.572445503482975848e+00 6.965837369378698532e-03 2.572383092489911594e+00 1.791909210367494121e-02
2.570304085362588697e+00 6.965837369378698532e-03 2.570241726323212461e+00 1.790417545394232604e-02
2.568178724208784569e+00 6.965837369378698532e-03 2.568116416733532859e+00 1.788937065352302902e-02
2.566069510310985624e+00 6.965837369378698532e-03 2.566007254008104255e+00 1.787467833135338718e-02
2.563976533272645852e+00 6.965837369378698532e-03 2.563914327748206823e+00 1.786009911159145216e-02
2.561899882007447893e+00 6.965837369378698532e-03 2.561837726865365816e+00 1.784563361359045933e-02
2.559839644735524278e+00 5.224378027034024333e-03 2.559804710522376237e+00 1.337350915611965237e-02
2.557795908979707544e+00 5.224378027034024333e-03 2.557761002657486404e+00 1.336283195651485900e-02
2.555768761561815872e+00 5.224378027034024333e-03 2.555733882904140497e+00 1.335224142026399108e-02
2.553758288598963588e+00 5.224378027034024333e-03 2.553723437378276451e+00 1.334173799727336393e-02
2.551764575499900101e+00 5.224378027034024333e-03 2.551729751487479270e+00 1.333132213374853790e-02
2.549787706961385236e+00 5.224378027034024333e-03 2.549752909927352373e+00 1.332099427217539427e-02
2.547827766964588569e+00 3.482918684689349266e-03 2.547812313484319358e+00 8.873858993852326918e-03
2.545884838771524716e+00 3.482918684689349266e-03 2.545869397075805285e+00 8.867091946627244162e-03
2.543959004921510836e+00 3.482918684689349266e-03 2.543943574906657457e+00 8.860384437488598094e-03
2.542050347227666318e+00 3.482918684689349266e-03 2.542034928789499659e+00 8.853736751384256101e-03
2.540158946773433346e+00 3.482918684689349266e-03 2.540143539807282469e+00 8.847149170720682715e-03
2.538284883909134315e+00 3.482918684689349266e-03 2.538269488309840227e+00 8.840621975350950942e-03
2.536428238248556788e+00 3.482918684689349266e-03 2.536412853910477772e+00 8.834155442562849000e-03
2.534589088665571754e+00 1.741459342344674633e-03 2.534585245366911543e+00 4.413881616478523319e-03
2.532767513290783867e+00 1.741459342344674633e-03 2.532763672754251516e+00 4.410709418627692044e-03
2.530963589508211875e+00 1.741459342344674633e-03 2.530959751707041239e+00 4.407567960291495016e-03
2.529177393952000141e+00 1.741459342344674633e-03 2.529173558859309168e+00 4.404457374925111433e-03
2.527409002503164803e+00 1.741459342344674633e-03 2.527405170091955977e+00 4.401377794672179343e-03
2.525658490286369240e+00 1.741459342344674633e-03 2.525654660529532247e+00 4.398329350359178602e-03
2.523925931666731959e+00 1.741459342344674633e-03 2.523922104537042799e+00 4.395312171489875429e-03
2.522211400246668678e+00 1.741459342344674633e-03 2.522207575716791883e+00 4.392326386239818990e-03
2.520514968862765492e+00 1.741459342344674633e-03 2.520511146905255462e+00 4.389372121450897841e-03
2.518836709582684019e+00 1.741459342344674633e-03 2.518832890169985461e+00 4.386449502625952741e-03
2.517176693702099399e+00 1.741459342344674633e-03 2.517172876806549109e+00 4.383558653923438041e-03
2.515534991741672943e+00 0.000000000000000000e+00 2.515534991741672943e+00 0.000000000000000000e+00
2.513911673444054529e+00 0.000000000000000000e+00 2.513911673444054529e+00 0.000000000000000000e+00
2.512306807770922301e+00 0.000000000000000000e+00 2.512306807770922301e+00 0.000000000000000000e+00
2.510720462900050354e+00 0.000000000000000000e+00 2.510720462900050354e+00 0.000000000000000000e+00
2.509152706222413265e+00 0.000000000000000000e+00 2.509152706222413265e+00 0.000000000000000000e+00
2.507603604339323944e+00 0.000000000000000000e+00 2.507603604339323944e+00 0.000000000000000000e+00
2.506073223059604338e+00 0.000000000000000000e+00 2.506073223059604338e+00 0.000000000000000000e+00
2.504561627396788559e+00 0.000000000000000000e+00 2.504561627396788559e+00 0.000000000000000000e+00
2.503068881566361537e+00 0.000000000000000000e+00 2.503068881566361537e+00 0.000000000000000000e+00
2.501595048983031422e+00 0.000000000000000000e+00 2.501595048983031422e+00 0.000000000000000000e+00
