1.470588235294117752e+00 8.352853256000887427e-08 1.800369578628586351e-07 2.635654904228687800e-07
1.470582672531974833e+00 8.175573357185525454e-08 1.800294217889518671e-07 2.617851553608080481e-07
1.470538171177492304e+00 6.857790682810437827e-08 1.792548089925785833e-07 2.478327158206833056e-07
1.470449172429312279e+00 4.707379662062587418e-08 1.742728677609434919e-07 2.213466643815694719e-07
1.470315684208652440e+00 2.478951909403122636e-08 1.600851265360013118e-07 1.848746456300326374e-07
1.470137718396458570e+00 8.485754019327437336e-09 1.336326190605593457e-07 1.421183730798869386e-07
1.469915290832346066e+00 1.002541542340929993e-09 9.721443767456313910e-08 9.821697921690405648e-08
1.469648421313190845e+00 4.699341805064601052e-10 5.878470550592691823e-08 5.925463968643338050e-08
1.469337133591367639e+00 2.495377622838133471e-09 2.776898217135003335e-08 3.026435979418816062e-08
1.468981455372634803e+00 3.564480974243314180e-09 9.315426267516352251e-09 1.287990724175966436e-08
1.468581418313669840e+00 2.859299940984458648e-09 2.002952877634393733e-09 4.862252818618851553e-09
1.468137058019250762e+00 1.451330349396553442e-09 6.718259332236332866e-10 2.123156282620192518e-09
1.467648414039087301e+00 4.406706028403303677e-10 8.947565741641660068e-10 1.335427177004498856e-09
1.467115529864301493e+00 5.690899922904617366e-11 9.230681726267297306e-10 9.799771718557759495e-10
1.466538452923556113e+00 2.753311441579539297e-13 7.442822006209733951e-10 7.445575317651323102e-10
1.465917234578833384e+00 8.498994086293464438e-12 6.210872023663927227e-10 6.295861964526852873e-10
1.465251930120864410e+00 7.378161826226464067e-12 5.890756196102232167e-10 5.964537814364500346e-10
1.464542598764206671e+00 2.693028988093871360e-12 5.889294095929587000e-10 5.916224385810540488e-10
1.463789303641974904e+00 6.526254764259480318e-13 5.907809617426401496e-10 5.914335872190663027e-10
1.462992111800221817e+00 2.227619041311897268e-13 5.913707095704338943e-10 5.915934714745649070e-10
1.462151094191969758e+00 1.889696454520381586e-13 5.915760109140921157e-10 5.917649805595436236e-10
1.461266325670897537e+00 2.346806959910223757e-13 5.916051506030027675e-10 5.918398312989941593e-10
1.460337884984675982e+00 2.746598690174155043e-13 5.915872056946966562e-10 5.918618655637136575e-10
1.459365854767960879e+00 2.889655894933765412e-13 5.916065099629966452e-10 5.918954755524908864e-10
1.458350321535037075e+00 2.905967944178091625e-13 5.916620114897879157e-10 5.919526082842058830e-10
1.457291375672119083e+00 2.912520990447329601e-13 5.917307330073282626e-10 5.920219851063732976e-10
1.456189111429305960e+00 2.937647534940965011e-13 5.918010869261640249e-10 5.920948516796576126e-10
1.455043626912192467e+00 2.973401771018504100e-13 5.918716656739175049e-10 5.921690058510196957e-10
1.453855024073138491e+00 3.012247787032164991e-13 5.919437639738801193e-10 5.922449887525833182e-10
1.452623408702193197e+00 3.052892029063206375e-13 5.920180795962063213e-10 5.923233687991125216e-10
1.451348890417680559e+00 3.095930882433183740e-13 5.920946518769477764e-10 5.924042449651915473e-10
1.450031582656442719e+00 3.141873177144234543e-13 5.921733840586862647e-10 5.924875713764000213e-10
1.448671602663743174e+00 3.190844355476255794e-13 5.922542261174951577e-10 5.925733105530428374e-10
1.447269071482832459e+00 3.242992925037480884e-13 5.923371570014686336e-10 5.926614562939732808e-10
1.445824113944173428e+00 3.298443414883459017e-13 5.924221572935579006e-10 5.927520016350461049e-10
1.444336858654332589e+00 3.357366463435270903e-13 5.925092050725702395e-10 5.928449417189140641e-10
1.442807437984532148e+00 3.419938836751358431e-13 5.925982775965883600e-10 5.929402714802637822e-10
1.441235988058869433e+00 3.486302445200200686e-13 5.926893517537517808e-10 5.930379819982716446e-10
1.439622648742200584e+00 3.556659624709266814e-13 5.927824036832620087e-10 5.931380696457322604e-10
1.437967563627693179e+00 3.631184988405033771e-13 5.928774085118510673e-10 5.932405270106919931e-10
1.436270880024044683e+00 3.710057532011915168e-13 5.929743400310334060e-10 5.933453457842346031e-10
1.434532748942372260e+00 3.793473985806561226e-13 5.930731706952648031e-10 5.934525180938445931e-10
1.432753325082771756e+00 3.881642821712347252e-13 5.931738712709370616e-10 5.935620355531077924e-10
1.430932766820549151e+00 3.974744234861873344e-13 5.932764107612171730e-10 5.936738851847036571e-10
1.429071236192124283e+00 4.073024420903923458e-13 5.933807562324613985e-10 5.937880586745524793e-10
1.427168898880609271e+00 4.176661602652212070e-13 5.934868727132834138e-10 5.939045388735495221e-10
1.425225924201061867e+00 4.285906655743609611e-13 5.935947231155494622e-10 5.940233137811243081e-10
1.423242485085415954e+00 4.400981281731462562e-13 5.937042681487506850e-10 5.941443662769243813e-10
1.421218758067090082e+00 4.522110616477144318e-13 5.938154663190007856e-10 5.942676773806487980e-10
1.419154923265274704e+00 4.649541352481539787e-13 5.939282739293523229e-10 5.943932280646006128e-10
1.417051164368901883e+00 4.783533885562045412e-13 5.940426451101472085e-10 5.945209984987037276e-10
1.414907668620295489e+00 4.924322346252027789e-13 5.941585317980157283e-10 5.946509640326399495e-10
1.412724626798506522e+00 5.072182448082931082e-13 5.942758838137944748e-10 5.947831020586034013e-10
1.410502233202332256e+00 5.227376183780044897e-13 5.943946488770383003e-10 5.949173864954169018e-10
1.408240685633024070e+00 5.390181359237490752e-13 5.945147726836997109e-10 5.950537908196240655e-10
1.405940185376681306e+00 5.560873441535405342e-13 5.946361989063919097e-10 5.951922862505456435e-10
