9.999997510777491883e-01 1.137127746294519651e-06
9.999977597294840148e-01 1.023403508839049488e-05
9.999937771915741180e-01 2.842724982710132200e-05
9.999878037812474085e-01 5.571562613891594795e-05
9.999798399743141664e-01 9.209757751855704758e-05
9.999698864051292935e-01 1.375712273253101208e-04
9.999579438665415765e-01 1.921345962514557615e-04
9.999440133098306260e-01 2.557858159184146101e-04
9.999280958446310485e-01 3.285233558041456936e-04
9.999101927388441835e-01 4.103462491394800063e-04
9.998903054185369621e-01 5.012543023443150796e-04
9.998684354678284425e-01 6.012482720514233546e-04
9.998445846287634664e-01 7.103299938218587874e-04
9.998187548011739922e-01 8.285024473054257215e-04
9.997909480425277717e-01 9.557697438433256695e-04
9.997611665677645920e-01 1.092137024329765602e-03
9.997294127491195281e-01 1.237610257509803293e-03
9.996956891159342051e-01 1.392195931739311507e-03
9.996599983544554036e-01 1.555900636500636737e-03
9.996223433076207865e-01 1.728730533570519302e-03
9.995827269748327470e-01 1.910690721574888427e-03
9.995411525117193774e-01 2.101784501629614353e-03
9.994976232298828922e-01 2.302012555736312419e-03
9.994521425966363948e-01 2.511372053450378235e-03
9.994047142347269874e-01 2.729855705936744606e-03
9.993553419220478906e-01 2.957450789746804334e-03
9.993040295913369064e-01 3.194138165363730967e-03
9.992507813298635577e-01 3.439891317659436558e-03
9.991956013791035707e-01 3.694675446782983135e-03
9.991384941344004789e-01 3.958446638576056630e-03
9.990794641446162361e-01 4.231151143327096555e-03
9.990185161117682844e-01 4.512724790498792368e-03
9.989556548906552980e-01 4.803092564990529313e-03
9.988908854884706034e-01 5.102168367556178009e-03
9.988242130644028327e-01 5.409854978247310812e-03
9.987556429292258064e-01 5.726044237284132025e-03
9.986851805448744290e-01 6.050617452690640503e-03
9.986128315240105913e-01 6.383446038512518780e-03
9.985386016295755285e-01 6.724392381634040385e-03
9.984624967743309654e-01 7.073310929303943881e-03
9.983845230203881593e-01 7.430049483662450570e-03
9.983046865787248425e-01 7.794450684022861432e-03
9.982229938086908394e-01 8.166353652585911851e-03
9.981394512175011391e-01 8.545595774826468191e-03
9.980540654597176431e-01 8.932014582137633510e-03
9.979668433367194780e-01 9.325449701571479275e-03
9.978777917961607624e-01 9.725744835767772406e-03
9.977869179314171610e-01 1.013274973546666666e-02
9.976942289810213360e-01 1.054632212737501365e-02
9.975997323280860751e-01 1.096632956157513224e-02
9.975034354997162067e-01 1.139265114507114277e-02
9.974053461664088571e-01 1.182517913136602906e-02
9.973054721414428281e-01 1.226382034002822079e-02
9.972038213802559836e-01 1.270849738489030281e-02
9.971004019798117568e-01 1.315914969465894688e-02
9.969952221779536661e-01 1.361573431512178370e-02
9.968882903527499506e-01 1.407822648763762050e-02
9.967796150218254381e-01 1.454662000400673907e-02
9.966692048416838645e-01 1.502092734297413683e-02
9.965570686070173156e-01 1.550117959836702641e-02
9.964432152500067863e-01 1.598742621307911935e-02
9.963276538396099724e-01 1.647973453668480359e-02
9.962103935808389599e-01 1.697818922731920976e-02
9.960914438140272553e-01 1.748289152055030812e-02
9.959708140140858257e-01 1.799395838927989738e-02
9.958485137897480355e-01 1.851152161925283257e-02
9.957245528828043701e-01 1.903572682456764614e-02
9.955989411673266121e-01 1.956673242672535631e-02
9.954716886488813588e-01 2.010470861930929720e-02
9.953428054637327715e-01 2.064983633844778149e-02
9.952123018780353325e-01 2.120230625687927542e-02
9.950801882870161652e-01 2.176231781682316790e-02
9.949464752141466972e-01 2.233007831406700130e-02
9.948111733103049970e-01 2.290580204281688487e-02
9.946742933529266750e-01 2.348970950802038368e-02
9.945358462451470150e-01 2.408202670914351071e-02
9.943958430149322236e-01 2.468298449684208293e-02
9.942542948142006898e-01 2.529281800166931563e-02
9.941112129179353607e-01 2.591176613195127904e-02
9.939666087232852387e-01 2.654007113626713835e-02
9.938204937486574408e-01 2.717797822460649507e-02
9.936728796327997104e-01 2.782573524124302977e-02
9.935237781338739360e-01 2.848359238164703891e-02
9.933732011285187902e-01 2.915180194534274655e-02
9.932211606109038193e-01 2.983061811646447667e-02
9.930676686917746521e-01 3.052029676384790044e-02
9.929127375974875491e-01 3.122109525276658970e-02
9.927563796690361819e-01 3.193327226085104081e-02
9.925986073610680860e-01 3.265708759126596111e-02
9.924394332408927877e-01 3.339280197683459211e-02
9.922788699874808271e-01 3.414067686945009006e-02
9.921169303904540104e-01 3.490097420977349846e-02
9.919536273490660028e-01 3.567395617285939319e-02
9.917889738711754832e-01 3.645988488595451604e-02
9.916229830722097516e-01 3.725902211526374574e-02
9.914556681741200084e-01 3.807162891896844620e-02
9.912870425043284195e-01 3.889796526419878053e-02
9.911171194946658547e-01 3.973828960601861332e-02
9.909459126803028539e-01 4.059285842676758904e-02
9.907734356986709345e-01 4.146192573433635231e-02
9.905997022883763492e-01 4.234574251813474910e-02
9.904247262881058500e-01 4.324455616165347183e-02
9.902485216355245701e-01 4.415860981063777363e-02
9.900711023661652455e-01 4.508814169598978489e-02
9.898924826123107756e-01 4.603338441061136793e-02
9.897126766018684574e-01 4.699456413949767986e-02
9.895316986572362250e-01 4.797189984250575107e-02
9.893495631941623403e-01 4.896560238935636356e-02
9.891662847205967557e-01 4.997587364659124981e-02
9.889818778355357054e-01 5.100290551640250525e-02
9.887963572278585245e-01 5.204687892748225547e-02
9.886097376751581400e-01 5.310796277830960588e-02
9.884220340425633466e-01 5.418631283359556100e-02
9.882332612815551975e-01 5.528207057495063137e-02
9.880434344287757353e-01 5.639536200721344261e-02
9.878525686048305054e-01 5.752629642228609258e-02
9.876606790130840752e-01 5.867496512275465620e-02
9.874677809384487803e-01 5.984144010802937980e-02
9.872738897461674767e-01 6.102577272621054205e-02
9.870790208805894084e-01 6.222799229537233356e-02
9.868831898639404132e-01 6.344810469844736067e-02
9.866864122950859128e-01 6.468609095638647166e-02
9.864887038482887949e-01 6.594190578475704612e-02
9.862900802719607452e-01 6.721547613941883381e-02
9.860905573874079177e-01 6.850669975737860851e-02
9.858901510875704988e-01 6.981544369936644456e-02
9.856888773357570521e-01 7.114154290108820611e-02
9.854867521643725370e-01 7.248479874049815197e-02
