3.067480592583724745e-03 1.407464363762287418e-38
6.134961185167449489e-03 -9.351217034581391707e-38
9.202441777751174667e-03 2.682753791301516651e-37
1.226992237033489898e-02 3.237478380361039525e-37
1.533740296291862329e-02 -7.855109378068212743e-36
1.840488355550234933e-02 -5.894787582030605076e-36
2.147236414808607191e-02 3.653117111133791113e-34
2.453984474066979796e-02 -1.169102839548749824e-33
2.760732533325352400e-02 -3.900651338839295354e-34
3.067480592583724658e-02 4.922255460725862809e-32
3.374228651842096915e-02 -2.272373862648771387e-31
3.680976711100469867e-02 -4.725866182514164347e-31
3.987724770358842125e-02 8.700698003313497930e-30
4.294472829617214382e-02 -3.453736354265912727e-29
4.601220888875587334e-02 -6.040386236888948391e-29
4.907968948133959591e-02 1.003450697056098880e-27
5.214717007392331849e-02 -4.230912523818630642e-27
5.521465066650704800e-02 -1.329552671449809575e-26
5.828213125909077058e-02 7.553951806059729716e-26
6.134961185167449316e-02 -5.848039662663214052e-25
6.441709244425822267e-02 5.907679909906811748e-23
6.748457303684193831e-02 3.228919500169828903e-21
7.055205362942566782e-02 9.908430952887764352e-20
7.361953422200939734e-02 9.012093223407707856e-19
7.668701481459311298e-02 1.420912396570839208e-17
7.975449540717684249e-02 1.320678376296406263e-16
8.282197599976057201e-02 8.069707698876233476e-16
8.588945659234428764e-02 5.277978862441075674e-15
8.895693718492801716e-02 2.408416734718353851e-14
9.202441777751174667e-02 9.672279103192857030e-14
9.509189837009546231e-02 9.360513735084790740e-13
9.815937896267919183e-02 2.216585269769537510e-12
1.012268595552629213e-01 5.679681695963683001e-12
1.042943401478466370e-01 9.206746335926441587e-12
1.073618207404303665e-01 9.721924171548591949e-12
1.104293013330140960e-01 1.182868695164775914e-11
1.134967819255978116e-01 1.541071337787161627e-11
1.165642625181815412e-01 1.863292761973427535e-11
1.196317431107652707e-01 2.389116092513794033e-11
1.226992237033489863e-01 2.919621062644439872e-11
1.257667042959327020e-01 3.004011446360613260e-11
1.288341848885164453e-01 3.314143722232756019e-11
1.319016654811001610e-01 3.381405415721245278e-11
1.349691460736838766e-01 2.952361341268612889e-10
1.380366266662676200e-01 4.182815813601152675e-11
1.411041072588513356e-01 4.205104925949860161e-11
1.441715878514350513e-01 3.645305839721056164e-11
1.472390684440187947e-01 3.669289979504885064e-11
1.503065490366025103e-01 3.879214939977159083e-11
1.533740296291862260e-01 4.312105271510877606e-11
1.564415102217699693e-01 3.748770451774936458e-11
1.595089908143536850e-01 3.946225481062664851e-11
1.625764714069374006e-01 3.562947695001740393e-11
1.656439519995211440e-01 3.452378642491585842e-11
1.687114325921048597e-01 3.916792813067677659e-11
1.717789131846885753e-01 4.353028635938293205e-11
1.748463937772723187e-01 3.431564620892539970e-11
1.779138743698560343e-01 3.198858384771985644e-11
1.809813549624397500e-01 3.385291073070965679e-11
1.840488355550234933e-01 3.356192263277807536e-11
1.871163161476072090e-01 3.538483479736527862e-11
1.901837967401909246e-01 4.756838923707453007e-11
1.932512773327746680e-01 3.659778812435244383e-11
1.963187579253583837e-01 3.663364843884982327e-11
1.993862385179420993e-01 3.397587810300024601e-11
2.024537191105258427e-01 3.384755063586347472e-11
2.055211997031095583e-01 6.737017159245103140e-12
2.085886802956932740e-01 3.139010140657591271e-11
2.116561608882770174e-01 2.952243644822017343e-11
2.147236414808607330e-01 3.407893689199095662e-11
2.177911220734444486e-01 3.418349959458253171e-11
2.208586026660281920e-01 2.976323321560564883e-11
2.239260832586119077e-01 2.929509771175171834e-11
2.269935638511956233e-01 3.331271520801522131e-11
2.300610444437793667e-01 3.304884624837940731e-11
2.331285250363630823e-01 1.221744208477662125e-10
2.361960056289467980e-01 3.120099372908250836e-11
2.392634862215305414e-01 3.143816426733991115e-11
2.423309668141142570e-01 3.007101419053953849e-11
2.453984474066979726e-01 1.283745473129771873e-10
2.484659279992817160e-01 3.094126345191673515e-11
2.515334085918654039e-01 2.835627290076670914e-11
2.546008891844491751e-01 3.029714049698940686e-11
2.576683697770328907e-01 2.658002937806670288e-11
2.607358503696166063e-01 2.862217727455341089e-11
2.638033309622003220e-01 2.926452740242909384e-11
2.668708115547840376e-01 2.949836778784124268e-11
2.699382921473677532e-01 3.375586256405346839e-11
2.730057727399515244e-01 2.811357643665257993e-11
2.760732533325352400e-01 2.949613041356326483e-11
2.791407339251189557e-01 3.713780179725744206e-11
2.822082145177026713e-01 2.799778219522745820e-11
2.852756951102863869e-01 2.591821393063151501e-11
2.883431757028701026e-01 2.778636814807100897e-11
2.914106562954538737e-01 2.524735629232896838e-11
2.944781368880375894e-01 2.510036445538689220e-11
2.975456174806213050e-01 2.589583800602050212e-11
3.006130980732050206e-01 2.784845469311477399e-11
3.036805786657887363e-01 2.694047923538355045e-11
3.067480592583724519e-01 2.603249104147511344e-11
3.098155398509562231e-01 2.275091603888422041e-11
3.128830204435399387e-01 2.479249411304950547e-11
3.159505010361236543e-01 2.480246474647892521e-11
3.190179816287073700e-01 2.244573554430931030e-11
3.220854622212910856e-01 2.689576712705906961e-11
3.251529428138748012e-01 2.712424725988158370e-11
3.282204234064585724e-01 2.758055312335472023e-11
3.312879039990422880e-01 2.270457790874959600e-11
3.343553845916260037e-01 2.995271279599441616e-11
3.374228651842097193e-01 2.411196582693866691e-11
3.404903457767934349e-01 2.956387919083008513e-11
3.435578263693771506e-01 2.486352052398868220e-11
3.466253069619609217e-01 3.208559244208223627e-11
3.496927875545446374e-01 2.434279444640991584e-11
3.527602681471283530e-01 1.746333072977508071e-11
3.558277487397120686e-01 2.372071163665905534e-11
3.588952293322957843e-01 2.507343179796452899e-11
3.619627099248794999e-01 2.371478136631043176e-11
3.650301905174632711e-01 2.618715040290529598e-11
3.680976711100469867e-01 2.512881007358855874e-11
3.711651517026307023e-01 2.451859381206528449e-11
3.742326322952144180e-01 2.388472513776882418e-11
3.773001128877981336e-01 2.301995740307872393e-11
3.803675934803818492e-01 2.196392267526790424e-11
3.834350740729656204e-01 2.889423205247381462e-11
3.865025546655493360e-01 2.695262774952204263e-11
3.895700352581330517e-01 2.302858185646210364e-11
3.926375158507167673e-01 2.241980407462685691e-11
3.957049964433004829e-01 2.336472290825165964e-11
3.987724770358841986e-01 2.015036016116825888e-11
4.018399576284679142e-01 2.258386485029146912e-11
4.049074382210516854e-01 2.462154031318419135e-11
4.079749188136354010e-01 2.295840895878462732e-11
4.110423994062191166e-01 2.135341592629434962e-11
4.141098799988028323e-01 2.168557608794109319e-11
4.171773605913865479e-01 2.227017851353147350e-11
4.202448411839702636e-01 2.003825632386813276e-11
4.233123217765540347e-01 1.984339246597595443e-11
4.263798023691377503e-01 2.224214977311086485e-11
